"item_description","total_sales","cumulative_sales","share_sales","abc_category","transaction_frequency","share_freq","cumulative_percentf","xyz_category","combined_category"
"crystal head w shaker","3920.000000000001","1599033816.7399867","0.00024463927918255","Category C","26","0.000247276487258698568600","99.83515217870557606600","Z","Category CZ"
"wilderness trail settlers select","8640","1594004903.3499868","0.0005392049418717429","Category C","26","0.000247276487258698568600","99.83515217870557606600","Z","Category CZ"
"hornitos reposado w hornitos plata 200ml","19451.07","1584509731.4699874","0.0012139019755431945","Category C","26","0.000247276487258698568600","99.83515217870557606600","Z","Category CZ"
"bols cocktails red light negroni","3360.239999999998","1599626866.7399867","0.00020970578864295186","Category C","26","0.000247276487258698568600","99.83515217870557606600","Z","Category CZ"
"sierra norte whiskey white corn","2725.02","1600278834.1399868","0.0001700629919790899","Category C","26","0.000247276487258698568600","99.83515217870557606600","Z","Category CZ"
"pinkle shot sweet pickle vodka","1608.75","1601279708.799988","0.00010039883683288961","Category C","26","0.000247276487258698568600","99.83515217870557606600","Z","Category CZ"
"plantaze montenegro lozova rakija","2862","1600153317.0799868","0.0001786116369950148","Category C","26","0.000247276487258698568600","99.83515217870557606600","Z","Category CZ"
"aberlour 16yr","11874.059999999996","1590646059.229987","0.0007410360916761093","Category C","26","0.000247276487258698568600","99.83515217870557606600","Z","Category CZ"
"cm just another vodka black","2090.340000000001","1600870879.0399868","0.00013045389562409485","Category C","26","0.000247276487258698568600","99.83515217870557606600","Z","Category CZ"
"svedka modern style gin","1776","1601119252.8899882","0.00011083657138474714","Category C","26","0.000247276487258698568600","99.83515217870557606600","Z","Category CZ"
"state vodka mini","796.3499999999997","1601919970.7799864","4.9698594381893785e-05","Category C","26","0.000247276487258698568600","99.83515217870557606600","Z","Category CZ"
"pampero aniversario","7114.5","1595632499.5899856","0.00044400156932251325","Category C","26","0.000247276487258698568600","99.83515217870557606600","Z","Category CZ"
"copper & kings butchertown reserve casks brandy","5411.25","1597330207.439986","0.00033770517843790144","Category C","26","0.000247276487258698568600","99.83515217870557606600","Z","Category CZ"
"sooh yellow spot","8185.32","1594543338.8899863","0.0005108292818057423","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"ha balblair 1999","2025","1600934459.9099872","0.00012637615825118972","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"four grain straight bourbon","11025","1591522211.1399865","0.0006880479727009219","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"ha redbreast 15yr","3148.2","1599866168.059987","0.00019647280069451628","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"sagamore spirit signature rye whiskey","3295.7400000000002","1599676694.729987","0.0002056804739727289","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"sooh ron barcelo imperial","2835","1600176087.1999867","0.0001769266215516656","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"ha expresiones corazon blanco","4500","1598430533.539987","0.0002808359072248661","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"ole smoky mountain java cream moonshine","5043.75","1597807211.6699865","0.0003147702460145374","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"firefly lemonade","2213.5800000000004","1600773887.729987","0.00013814505500329313","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"svedka ros mini","577.8","1602078186.9299836","3.60593304876728e-05","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"sierra norte whiskey purple corn","3465","1599500683.939987","0.00021624364856314684","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"after all lemon cheesecake","918.2399999999999","1601821277.429986","5.730550298892466e-05","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"cruzan pineapple","10483.2","1592035665.829986","0.000654235329471048","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"breckenridge distillers high proof blend bourbon","9159.480000000003","1593327040.859987","0.0005716246390017816","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"american born peach whiskey","2362.5","1600606800.939986","0.0001474388512930547","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"ccd maple whiskey","3999","1598903127.079987","0.00024956950955383093","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"methanol moonshine","57888","1556383393.4999876","0.003612673110540677","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"st george botanivore gin","6772.5","1595938080.1399863","0.0004226580403734234","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"ha aultmore 21yr single malt","5625","1597148276.9799862","0.0003510448840310826","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"ccd reserve corn whiskey","3159","1599828358.8199868","0.000197146806871856","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"red fox silver rum","2336.4000000000005","1600639656.8499866","0.00014581000303115051","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"clase azul plata","20565.960000000003","1583589293.9299877","0.001283480007677846","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"montelobos","8430","1594269144.3899865","0.0005260992662012491","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"branca menta","6954.960000000002","1595794055.039986","0.0004340450002917011","Category C","25","0.000237765853133364008300","99.84085855918077680200","Z","Category CZ"
"double cross vodka","8162.100000000002","1594551500.9899862","0.0005093801685244622","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"belvedere pure spritz vap","29332.199999999993","1577126044.7899868","0.0018305633328669366","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"rossville union barrel proof rye whiskey","2887.5","1600124566.639987","0.00018020304046928906","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"climax woodfired whiskey w 2 glasses","1128","1601648644.069986","7.039620074436644e-05","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"sir winston wheat whiskey","4777.5","1598106707.9399872","0.0002981541215037328","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"sooh game of thrones house tyrell clynelish reserve","4488.259999999998","1598444021.1999872","0.000280103237546906","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"jinro chamisul classic soju","10189.679999999998","1592252435.3799863","0.0006359173393624606","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"pyrat xo reserve","3770.880000000001","1599187349.3099868","0.00023533300129691183","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"cm just another vodka red","1564.2000000000003","1601304998.9399881","9.761856135136345e-05","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"ha wild turkey masters keep bib 17yr","3600","1599348911.109987","0.00022466872577989286","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"ron matusalem gran reserva","5025.240000000002","1597837422.1499865","0.0003136150743161525","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"caravedo mosto verde pisco","6121.530000000002","1596678638.6699862","0.00038203231803427435","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"ramazzotti sambuca","3019.5","1599983394.5099874","0.0001884408937478851","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"brugal 1888 gran reserva","4825.979999999998","1598044357.059987","0.00030117966034423524","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"ha four roses 130th anniversary le small batch 2018","3180.2400000000016","1599806173.7299867","0.00019847235235395745","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"99 coconut mini","2970","1600028155.5599873","0.0001853516987684116","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"ha aberlour 18yr single cask","1979.0400000000004","1600980470.6599872","0.00012350788751873312","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"glengoyne single malt scotch 12yr","7155.1799999999985","1595603974.3299856","0.0004465403259238259","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"balcones single malt lineage","4500","1598430533.539987","0.0002808359072248661","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"empress 1908 gin","10770","1591674932.9999862","0.0006721339379581794","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
"passoa liqueur","5804.999999999999","1596988339.3599863","0.00036227832032007716","Category C","24","0.000228255219008029448000","99.84953225750308192100","Z","Category CZ"
